0,1,2
Exhaustion,Recurrent disease,4.0
Exhaustion,Oral Ulcer,1.0
Exhaustion,Narcolepsy,1.0
Exhaustion,Xerostomia,1.0
Exhaustion,Tennis Elbow,1.0
Exhaustion,Deglutition Disorders,2.0
Exhaustion,Malnutrition,2.0
Exhaustion,Feeling nervous,1.0
Exhaustion,Burning sensation,3.0
Exhaustion,Muscle Cramp,2.0
Exhaustion,Numbness,1.0
Exhaustion,Neck Pain,2.0
Exhaustion,Feeling Cold,1.0
Exhaustion,Back Pain,3.0
Exhaustion,Difficulty sleeping,2.0
Exhaustion,Hunger,1.0
Exhaustion,Lethargy,2.0
Exhaustion,Hot flushes,1.0
Exhaustion,Earache,1.0
Exhaustion,Pharyngeal dryness,1.0
Exhaustion,Deep Vein Thrombosis,2.0
Exhaustion,Stomach ache,2.0
Exhaustion,Sleeplessness,1.0
Exhaustion,Arm Pain,1.0
Exhaustion,spells (neurological symptom),1.0
Exhaustion,Nose symptoms,1.0
Exhaustion,Chronic Fatigue Syndrome,1.0
Exhaustion,Conjunctivitis,3.0
Exhaustion,Watery eyes,1.0
Exhaustion,Night sweats,2.0
Exhaustion,Mastodynia,1.0
Exhaustion,"IMMUNODEFICIENCY, COMMON VARIABLE, 10",1.0
Exhaustion,Abdominal Pain,1.0
Exhaustion,Feeling of loss of feeling,1.0
Exhaustion,Stomach cramps (finding),1.0
Exhaustion,Fatigue - symptom,1.0
Exhaustion,Chest pressure,2.0
Exhaustion,Lower respiratory tract infection,1.0
Exhaustion,feeling dizzy,1.0
Exhaustion,Vertigo,1.0
Exhaustion,Migraine Disorders,1.0
Exhaustion,Prediabetes syndrome,1.0
Exhaustion,Tonsillitis,1.0
Exhaustion,Vitamin Deficiency,1.0
Exhaustion,Autoimmune Diseases,1.0
Exhaustion,lump in throat,1.0
Exhaustion,headache severe,1.0
Exhaustion,Prickling sensation,1.0
Exhaustion,chest heaviness,1.0
Exhaustion,skin color change,1.0
Exhaustion,Glossalgia,1.0
Exhaustion,Stinging Sensation,1.0
Exhaustion,Skin symptom,1.0
Exhaustion,swollen glands in neck,1.0
Exhaustion,Upper back pain,1.0
Exhaustion,Frontal headache,1.0
Exhaustion,Hoarseness,1.0
Exhaustion,Hypotrichosis simplex,1.0
Exhaustion,Muscle twitch,1.0
Exhaustion,taste salty,1.0
Exhaustion,hand rash,1.0
Exhaustion,Cat allergy (disorder),1.0
Exhaustion,Laryngismus paralyticus,1.0
Exhaustion,room spinning,1.0
Exhaustion,Suffocated,1.0
Exhaustion,Equilibration disorder,1.0
Exhaustion,Buzzing in ear,1.0
Exhaustion,Congenital leukocyte adherence deficiency,1.0
Exhaustion,Sleep Apnea Syndromes,1.0
Exhaustion,Streptococcal Infections,1.0
Exhaustion,post viral fatigue,1.0
Exhaustion,Simian Acquired Immunodeficiency Syndrome,1.0
Exhaustion,Wiskott-Aldrich Syndrome,1.0
Exhaustion,Sensory Discomfort,1.0
Exhaustion,Decompression Sickness,1.0
Exhaustion,Pneumocystis jiroveci pneumonia,1.0
Exhaustion,Painful Bladder Syndrome,1.0
Exhaustion,Epilepsy,1.0
Exhaustion,Euthyroid Sick Syndromes,1.0
Exhaustion,Post-infectious encephalitis,1.0
Exhaustion,Chikungunya virus infection,1.0
Exhaustion,Common Migraine,1.0
Exhaustion,Dystonia Disorders,1.0
Exhaustion,Hereditary Multiple Exostoses,1.0
Exhaustion,Chronic back pain,1.0
Exhaustion,Spasmodic movement,1.0
Exhaustion,Verbal auditory hallucinations,1.0
Cardiac Arrest,Upper Respiratory Infections,1.0
Cardiac Arrest,HEART PROBLEM,1.0
Cardiac Arrest,Malignant hyperpyrexia due to anesthesia,1.0
Cardiac Arrest,Gigantism,1.0
Cardiac Arrest,"Respiratory Distress Syndrome, Adult",3.0
Cardiac Arrest,Heart Diseases,1.0
Cardiac Arrest,Plague,1.0
Cardiac Arrest,Agenesis of corpus callosum,1.0
Cardiac Arrest,Axenfeld-Rieger syndrome,1.0
Cardiac Arrest,Heart failure,1.0
Cardiac Arrest,Respiratory distress,1.0
Cardiac Arrest,Pemphigus and fogo selvagem,1.0
Cardiac Arrest,HIV Infections,1.0
Cardiac Arrest,Herpesviridae Infections,1.0
Cardiac Arrest,Rheumatoid Arthritis,1.0
Cardiac Arrest,Inflammatory disorder,2.0
Cardiac Arrest,Septicemia,1.0
Cardiac Arrest,Scurvy,1.0
Cardiac Arrest,Dehydration,1.0
Cardiac Arrest,Staring,1.0
Cardiac Arrest,Coronary heart disease,1.0
Cardiac Arrest,Autoimmune Diseases,1.0
Cardiac Arrest,Critical Illness,1.0
Cardiac Arrest,"Abortion, Habitual",1.0
Cardiac Arrest,Long QT Syndrome,1.0
Cardiac Arrest,Vesicle (morphologic abnormality),1.0
Cardiac Arrest,Bacteremia,1.0
Cardiac Arrest,Mannose-Binding Protein Deficiency,1.0
Upper Respiratory Infections,HEART PROBLEM,1.0
Upper Respiratory Infections,Sinusitis,3.0
Upper Respiratory Infections,Nasal congestion (finding),1.0
Upper Respiratory Infections,Paramyotonia Congenita (disorder),1.0
Upper Respiratory Infections,Dwarfism,1.0
Upper Respiratory Infections,Dizziness,1.0
Upper Respiratory Infections,Digitorenocerebral Syndrome,1.0
Upper Respiratory Infections,Goldberg-Shprintzen megacolon syndrome,1.0
Upper Respiratory Infections,Multiple Sclerosis,1.0
Upper Respiratory Infections,Premenstrual syndrome,1.0
Upper Respiratory Infections,Kidney Failure,1.0
Upper Respiratory Infections,Critical Illness,1.0
Upper Respiratory Infections,Premenopausal symptoms,1.0
Upper Respiratory Infections,Heparin-induced thrombocytopenia,5.0
Upper Respiratory Infections,West Nile viral infection,1.0
Upper Respiratory Infections,Myelitis,1.0
Upper Respiratory Infections,Deficiency of glucose-6-phosphate dehydrogenase,1.0
Upper Respiratory Infections,Severe Combined Immunodeficiency,1.0
Upper Respiratory Infections,Adenosine deaminase deficiency,1.0
Upper Respiratory Infections,Mucocutaneous Lymph Node Syndrome,1.0
Upper Respiratory Infections,Labyrinthitis,1.0
Upper Respiratory Infections,Hemorrhoids,1.0
Upper Respiratory Infections,Symptom Flare Up,1.0
Upper Respiratory Infections,Chronic Kidney Diseases,1.0
Upper Respiratory Infections,Shaking of hands,1.0
HEART PROBLEM,Pulmonary congestion,1.0
HEART PROBLEM,Hepatic Encephalopathy,1.0
HEART PROBLEM,Toxic liver disease,1.0
HEART PROBLEM,Acute infectious disease,1.0
HEART PROBLEM,Retinal damage,1.0
HEART PROBLEM,Multiple Epiphyseal Dysplasia,1.0
HEART PROBLEM,Rosacea,1.0
HEART PROBLEM,Prieto X-linked mental retardation syndrome,1.0
HEART PROBLEM,Muscular stiffness,1.0
HEART PROBLEM,Sighing respiration,1.0
HEART PROBLEM,Fish-Eye Disease,1.0
HEART PROBLEM,Adult Fanconi syndrome,1.0
HEART PROBLEM,Hamman-Rich syndrome,1.0
HEART PROBLEM,Hybrid Resistance,1.0
HEART PROBLEM,Lung Problem,1.0
HEART PROBLEM,Ache,1.0
HEART PROBLEM,Redness of face,1.0
HEART PROBLEM,Nasal congestion (finding),1.0
HEART PROBLEM,STOMATOCYTOSIS I,1.0
HEART PROBLEM,Excessive tearing,1.0
HEART PROBLEM,Heart Diseases,1.0
HEART PROBLEM,Cardiovascular Diseases,1.0
HEART PROBLEM,Septicemia,1.0
HEART PROBLEM,Death anxiety,1.0
HEART PROBLEM,Hypotrichosis simplex,1.0
HEART PROBLEM,Simian Acquired Immunodeficiency Syndrome,1.0
Vasculitis,Alopecia,2.0
Vasculitis,Tired,4.0
Vasculitis,Photopsia,4.0
Vasculitis,Skin lesion,1.0
Vasculitis,Exanthema,1.0
Vasculitis,"Lupus Erythematosus, Discoid",1.0
Vasculitis,Edema of foot (finding),1.0
Alopecia,Tired,2.0
Alopecia,Photopsia,2.0
Tired,Photopsia,4.0
Tired,Pulmonary congestion,3.0
Tired,Acute infectious disease,3.0
Tired,Multiple Epiphyseal Dysplasia,5.0
Tired,Muscular stiffness,3.0
Tired,Sighing respiration,1.0
Tired,Mandibuloacral dysostosis,1.0
Tired,Influenza-like symptoms,2.0
Tired,Fish-Eye Disease,4.0
Tired,Algoneurodystrophy,1.0
Tired,Amelogenesis imperfecta nephrocalcinosis,1.0
Tired,"Diabetes Mellitus, Non-Insulin-Dependent",1.0
Tired,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,1.0
Tired,Sick Sinus Syndrome,1.0
Tired,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",1.0
Tired,Sharp pain,4.0
Tired,"Amyotrophic Lateral Sclerosis, Sporadic",1.0
Tired,Streptococcal lymphadenitis of swine,1.0
Tired,Reflex Sympathetic Dystrophy,4.0
Tired,Sinusitis,3.0
Tired,Duane Retraction Syndrome,1.0
Tired,Diabetic Retinopathy,1.0
Tired,Pruritus,2.0
Tired,Hamman-Rich syndrome,2.0
Tired,Lung Problem,2.0
Tired,Ache,14.0
Tired,Nasal congestion (finding),1.0
Tired,Malignant hyperpyrexia due to anesthesia,5.0
Tired,Chest tightness,6.0
Tired,Myocardial Ischemia,3.0
Tired,STOMATOCYTOSIS I,1.0
Tired,Excessive tearing,1.0
Tired,Pelvic Organ Prolapse,2.0
Tired,STUVE-WIEDEMANN SYNDROME,2.0
Tired,Dwarfism,1.0
Tired,"Pain, Postoperative",2.0
Tired,Heartburn,2.0
Tired,Heartburn acidity,1.0
Tired,Exanthema,3.0
Tired,Van der Woude syndrome,2.0
Tired,"AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME",1.0
Tired,Neonatal Jaundice,1.0
Tired,Dizziness,7.0
Tired,Cerebrovascular accident,1.0
Tired,Infarction of spinal cord,1.0
Tired,Agenesis of corpus callosum,2.0
Tired,Jet Lag Syndrome,1.0
Tired,Wasting,1.0
Tired,Chronic Headache,1.0
Tired,Other viral diseases NOS,2.0
Tired,Depressed - symptom,3.0
Tired,chest burning,1.0
Tired,Kidney problem,1.0
Tired,Pemphigus and fogo selvagem,1.0
Tired,Breathing abnormally deep,7.0
Tired,Hay fever,1.0
Tired,Bronchitis,6.0
Tired,Chest Pain,13.0
Tired,Septicemia,1.0
Tired,Cough with fever,1.0
Tired,Digitorenocerebral Syndrome,2.0
Tired,Has tingling sensation,4.0
Tired,Meckel syndrome type 1,1.0
Tired,Gastroesophageal reflux disease,4.0
Tired,Constipation,1.0
Tired,Dehydration,2.0
Tired,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1.0
Tired,Neuropathy,1.0
Tired,Neurologic Symptoms,2.0
Tired,Syncope,2.0
Tired,Cold sweat,1.0
Tired,Gastroparesis,1.0
Tired,asthma with copd,1.0
Tired,Recurrent disease,4.0
Tired,Oral Ulcer,1.0
Tired,Narcolepsy,1.0
Tired,Xerostomia,3.0
Tired,Tennis Elbow,1.0
Tired,Deglutition Disorders,2.0
Tired,Malnutrition,1.0
Tired,Feeling nervous,1.0
Tired,Burning sensation,4.0
Tired,Muscle Cramp,1.0
Tired,Numbness,2.0
Tired,Neck Pain,2.0
Tired,Feeling Cold,1.0
Tired,Back Pain,6.0
Tired,Difficulty sleeping,1.0
Tired,Hunger,3.0
Tired,Lethargy,1.0
Tired,Hot flushes,6.0
Tired,Earache,1.0
Tired,Urinary tract infection,1.0
Tired,Pityriasis Rosea,1.0
Tired,Throat symptom,2.0
Tired,Stomach ache,6.0
Tired,Sleeplessness,6.0
Tired,Arm Pain,3.0
Tired,Fibromyalgia,1.0
Tired,spells (neurological symptom),3.0
Tired,Myopathy,1.0
Tired,Chronic Fatigue Syndrome,2.0
Tired,side pain,1.0
Tired,Congestion of throat,3.0
Tired,Night sweats,4.0
Tired,Arthritis,2.0
Tired,Mastodynia,2.0
Tired,Abdominal Pain,3.0
Tired,Asthenopia,2.0
Tired,Sore eye,1.0
Tired,Chest pressure,3.0
Tired,Throbbing Headache,1.0
Tired,Lower respiratory tract infection,2.0
Tired,Severe diarrhea,3.0
Tired,Eructation,1.0
Tired,feeling dizzy,1.0
Tired,Vertigo,1.0
Tired,feeling like vomiting,1.0
Tired,Prediabetes syndrome,1.0
Tired,Autoimmune Diseases,2.0
Tired,headache severe,1.0
Tired,swollen glands in neck,1.0
Tired,Frontal headache,1.0
Tired,taste sweet,2.0
Tired,Morning headache,1.0
Tired,Hepatorenal Syndrome,2.0
Tired,Dyssomnias,1.0
Tired,Hypotrichosis simplex,3.0
Tired,Muscle twitch,2.0
Tired,Punctate inner choroidopathy,1.0
Tired,Erythema,1.0
Tired,Posterior rhinorrhea,1.0
Tired,Productive cough,4.0
Tired,Eye Infections,1.0
Tired,Temporal headache,1.0
Tired,Spasm,6.0
Tired,Left sided chest pain,1.0
Tired,Abnormal heart beat,1.0
Tired,Weight symptom (finding),1.0
Tired,Confluent and Reticulate Papillomatosis,1.0
Tired,furuncle,2.0
Tired,Acute lower respiratory tract infection,2.0
Tired,MUNGAN SYNDROME,2.0
Tired,Paresthesia of hand,2.0
Tired,"Dementia, familial Danish",1.0
Tired,Visual disturbance,1.0
Tired,Blurred vision,1.0
Tired,Severe pain,1.0
Tired,"Reflex Epilepsy, Reading",1.0
Tired,Dyspepsia,1.0
Tired,Basilar-Type Migraine,1.0
Tired,Sore skin,1.0
Tired,"CHEST PAIN, SHARP",1.0
Tired,Henoch-Schoenlein Purpura,1.0
Tired,Infectious Mononucleosis,2.0
Tired,physical disorders,1.0
Tired,physical symptom,1.0
Tired,Tietze's Syndrome,1.0
Tired,Pleurisy,1.0
Tired,Myopia,1.0
Tired,Pulmonary Embolism,1.0
Tired,Sleep Apnea Syndromes,2.0
Tired,Infantile neuronal ceroid lipofuscinosis,1.0
Tired,Viral myocarditis,1.0
Tired,CHEST BURNING PAIN OF,1.0
Tired,tingling in fingers,1.0
Tired,Numbness of face,1.0
Tired,dyspnea acute,1.0
Tired,Hyperemesis Gravidarum,1.0
Tired,Rales,1.0
Tired,"Pain, Burning",1.0
Tired,Streptococcal Infections,2.0
Tired,post viral fatigue,6.0
Tired,Simian Acquired Immunodeficiency Syndrome,8.0
Tired,Wiskott-Aldrich Syndrome,8.0
Tired,Streptococcal sore throat,3.0
Tired,C/O - postviral syndrome,1.0
Tired,Irritable Bowel Syndrome,1.0
Tired,Intestinal infectious disease (disorder),1.0
Tired,Aural pressure,1.0
Tired,Wheezing,1.0
Tired,Dermatofibrosis lenticularis disseminata,2.0
Tired,Autoimmune disease (systemic) NOS,2.0
Tired,Preeclamptic toxemia,2.0
Tired,Sensory Discomfort,1.0
Tired,Hantavirus Infections,1.0
Tired,Heparin-induced thrombocytopenia,4.0
Tired,"Total Hypotrichosis, Mari type",2.0
Tired,"Diarrhea and vomiting, symptom",1.0
Tired,Chest pain on breathing,1.0
Tired,Agonizing Pain,1.0
Tired,Herpes zoster disease,1.0
Tired,Hemorrhoids,1.0
Tired,Pneumocystis jiroveci pneumonia,1.0
Tired,Painful Bladder Syndrome,4.0
Tired,Potassium aggravated myotonia,1.0
Tired,Chronic venous insufficiency,1.0
Tired,Bursitis of hip,1.0
Tired,Bursitis,1.0
Tired,Transient Ischemic Attack,1.0
Tired,"Arthritis, Psoriatic",1.0
Tired,Inflammation of joint of foot,1.0
Tired,Chronic Kidney Diseases,1.0
Tired,Radiation Damage,1.0
Tired,Steroid-induced myopathy,1.0
Tired,Agitation,1.0
Tired,Tenalgia,1.0
Tired,PHOTOPAROXYSMAL RESPONSE 1,1.0
Tired,multiple pathologies,1.0
Tired,Terminal illness,1.0
Tired,Giant Cell Arteritis,1.0
Tired,Severe chronic obstructive pulmonary disease,1.0
Tired,Adenovirus Infections,1.0
Tired,Shoulder Pain,1.0
Tired,Excruciating pain,1.0
Tired,Acute onset fever,1.0
Tired,Circling gait,1.0
Tired,Autoimmune hemolytic anemia,1.0
Tired,mitral annulus calcification,1.0
Tired,Bronchiectasis,1.0
Tired,Macule,1.0
Tired,Epilepsy,1.0
Tired,"Bronchitis, Chronic",4.0
Tired,Melnick-Needles Syndrome,2.0
Tired,LAURIN-SANDROW SYNDROME,1.0
Tired,Pain in buttock,1.0
Tired,Breath Holding,1.0
Tired,Sleep disturbances,1.0
Tired,Euthyroid Sick Syndromes,1.0
Tired,Brown oculocutaneous albinism,1.0
Tired,Restless Legs Syndrome,1.0
Tired,Cold intolerance,1.0
Tired,Peripheral Vascular Diseases,2.0
Tired,McCune-Albright Syndrome,1.0
Tired,Optic Neuritis,1.0
Tired,"Failure of Tooth Eruption, Primary",2.0
Tired,Dryness of eye,2.0
Tired,Sciatica,2.0
Tired,Roberts-SC phocomelia syndrome,1.0
Tired,Bronchiolitis Obliterans Organizing Pneumonia,1.0
Tired,"Liver Failure, Acute",1.0
Tired,"Brain Damage, Chronic",1.0
Pulmonary congestion,Hepatic Encephalopathy,1.0
Pulmonary congestion,Toxic liver disease,1.0
Pulmonary congestion,Acute infectious disease,1.0
Pulmonary congestion,Retinal damage,1.0
Pulmonary congestion,Multiple Epiphyseal Dysplasia,1.0
Pulmonary congestion,Rosacea,1.0
Pulmonary congestion,Prieto X-linked mental retardation syndrome,1.0
Pulmonary congestion,Muscular stiffness,1.0
Pulmonary congestion,Sighing respiration,1.0
Pulmonary congestion,Duane Retraction Syndrome,1.0
Pulmonary congestion,Diabetic Retinopathy,1.0
Pulmonary congestion,Lung Problem,1.0
Pulmonary congestion,Ache,2.0
Pulmonary congestion,STOMATOCYTOSIS I,1.0
Pulmonary congestion,Dizziness,1.0
Pulmonary congestion,Breathing abnormally deep,1.0
Pulmonary congestion,Chest Pain,1.0
Pulmonary congestion,Congestion of throat,2.0
Pulmonary congestion,Night sweats,2.0
Pulmonary congestion,Abdominal Pain,1.0
Pulmonary congestion,Acute lower respiratory tract infection,1.0
Pulmonary congestion,Syndrome,1.0
Pulmonary congestion,"Reflex Epilepsy, Reading",1.0
Pulmonary congestion,Simian Acquired Immunodeficiency Syndrome,1.0
Pulmonary congestion,Wiskott-Aldrich Syndrome,1.0
Pulmonary congestion,Streptococcal sore throat,2.0
Pulmonary congestion,Heparin-induced thrombocytopenia,1.0
Pulmonary congestion,Respiratory Failure,1.0
Pulmonary congestion,Peripheral Vascular Diseases,2.0
Pulmonary congestion,Sciatica,2.0
Hepatic Encephalopathy,Toxic liver disease,1.0
Hepatic Encephalopathy,Acute infectious disease,1.0
Hepatic Encephalopathy,Retinal damage,1.0
Hepatic Encephalopathy,Multiple Epiphyseal Dysplasia,1.0
Hepatic Encephalopathy,Rosacea,1.0
Hepatic Encephalopathy,Prieto X-linked mental retardation syndrome,1.0
Hepatic Encephalopathy,Muscular stiffness,1.0
Hepatic Encephalopathy,Sighing respiration,1.0
Hepatic Encephalopathy,Malignant hyperpyrexia due to anesthesia,1.0
Hepatic Encephalopathy,Hyperextension,1.0
Toxic liver disease,Acute infectious disease,1.0
Toxic liver disease,Retinal damage,1.0
Toxic liver disease,Multiple Epiphyseal Dysplasia,1.0
Toxic liver disease,Rosacea,1.0
Toxic liver disease,Prieto X-linked mental retardation syndrome,1.0
Toxic liver disease,Muscular stiffness,1.0
Toxic liver disease,Sighing respiration,1.0
Acute infectious disease,Retinal damage,1.0
Acute infectious disease,Multiple Epiphyseal Dysplasia,1.0
Acute infectious disease,Rosacea,1.0
Acute infectious disease,Prieto X-linked mental retardation syndrome,1.0
Acute infectious disease,Muscular stiffness,3.0
Acute infectious disease,Sighing respiration,1.0
Acute infectious disease,Influenza-like symptoms,1.0
Acute infectious disease,Reflex Sympathetic Dystrophy,1.0
Acute infectious disease,Ache,1.0
Acute infectious disease,Chest tightness,1.0
Acute infectious disease,Agenesis of corpus callosum,2.0
Acute infectious disease,Chest Pain,1.0
Acute infectious disease,Cold sweat,1.0
Acute infectious disease,Stomach ache,1.0
Acute infectious disease,Severe diarrhea,1.0
Acute infectious disease,furuncle,1.0
Acute infectious disease,Severe pain,1.0
Acute infectious disease,Simian Acquired Immunodeficiency Syndrome,2.0
Acute infectious disease,Wiskott-Aldrich Syndrome,2.0
Acute infectious disease,Irritable Bowel Syndrome,1.0
Acute infectious disease,Intestinal infectious disease (disorder),1.0
Acute infectious disease,Aural pressure,1.0
Acute infectious disease,Painful Bladder Syndrome,2.0
Acute infectious disease,"Failure of Tooth Eruption, Primary",2.0
Acute infectious disease,Dryness of eye,2.0
Retinal damage,Multiple Epiphyseal Dysplasia,1.0
Retinal damage,Rosacea,1.0
Retinal damage,Prieto X-linked mental retardation syndrome,1.0
Retinal damage,Muscular stiffness,1.0
Retinal damage,Sighing respiration,1.0
Multiple Epiphyseal Dysplasia,Rosacea,1.0
Multiple Epiphyseal Dysplasia,Prieto X-linked mental retardation syndrome,1.0
Multiple Epiphyseal Dysplasia,Muscular stiffness,1.0
Multiple Epiphyseal Dysplasia,Sighing respiration,3.0
Multiple Epiphyseal Dysplasia,Fish-Eye Disease,1.0
Multiple Epiphyseal Dysplasia,Sick Sinus Syndrome,1.0
Multiple Epiphyseal Dysplasia,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",1.0
Multiple Epiphyseal Dysplasia,"Amyotrophic Lateral Sclerosis, Sporadic",1.0
Multiple Epiphyseal Dysplasia,Reflex Sympathetic Dystrophy,2.0
Multiple Epiphyseal Dysplasia,Hamman-Rich syndrome,1.0
Multiple Epiphyseal Dysplasia,Lung Problem,2.0
Multiple Epiphyseal Dysplasia,Ache,2.0
Multiple Epiphyseal Dysplasia,Gigantism,1.0
Multiple Epiphyseal Dysplasia,Myocardial Ischemia,1.0
Multiple Epiphyseal Dysplasia,Episodic ataxia type 1,1.0
Multiple Epiphyseal Dysplasia,Pelvic Organ Prolapse,1.0
Multiple Epiphyseal Dysplasia,"Infections, Hospital",1.0
Multiple Epiphyseal Dysplasia,MRSA - Methicillin resistant Staphylococcus aureus infection,1.0
Multiple Epiphyseal Dysplasia,Sudden infant death syndrome,1.0
Multiple Epiphyseal Dysplasia,Ulnar-mammary syndrome,1.0
Multiple Epiphyseal Dysplasia,Skin lesion,1.0
Multiple Epiphyseal Dysplasia,Myopic astigmatism,1.0
Multiple Epiphyseal Dysplasia,Cor pulmonale,1.0
Multiple Epiphyseal Dysplasia,microbial disease,1.0
Multiple Epiphyseal Dysplasia,Paramyotonia Congenita (disorder),1.0
Multiple Epiphyseal Dysplasia,STUVE-WIEDEMANN SYNDROME,2.0
Multiple Epiphyseal Dysplasia,Staphylococcus aureus infection,1.0
Multiple Epiphyseal Dysplasia,Dwarfism,1.0
Multiple Epiphyseal Dysplasia,skin damage,1.0
Multiple Epiphyseal Dysplasia,"Pain, Postoperative",1.0
Multiple Epiphyseal Dysplasia,Visual halos (disorder),1.0
Multiple Epiphyseal Dysplasia,Exanthema,1.0
Multiple Epiphyseal Dysplasia,"Hemorrhagic Fevers, Viral",1.0
Multiple Epiphyseal Dysplasia,Marinesco-Sjogren syndrome,1.0
Multiple Epiphyseal Dysplasia,Jet Lag Syndrome,1.0
Multiple Epiphyseal Dysplasia,Breathing abnormally deep,4.0
Multiple Epiphyseal Dysplasia,Bronchitis,4.0
Multiple Epiphyseal Dysplasia,Chest Pain,4.0
Multiple Epiphyseal Dysplasia,"Gait, Drop Foot",1.0
Multiple Epiphyseal Dysplasia,Syncope,1.0
Multiple Epiphyseal Dysplasia,Recurrent disease,1.0
Multiple Epiphyseal Dysplasia,Hunger,1.0
Multiple Epiphyseal Dysplasia,Lethargy,1.0
Multiple Epiphyseal Dysplasia,Hot flushes,4.0
Multiple Epiphyseal Dysplasia,Sleeplessness,5.0
Multiple Epiphyseal Dysplasia,Fibromyalgia,2.0
Multiple Epiphyseal Dysplasia,Arthritis,1.0
Multiple Epiphyseal Dysplasia,Hepatorenal Syndrome,1.0
Multiple Epiphyseal Dysplasia,Productive cough,4.0
Multiple Epiphyseal Dysplasia,Coffin-Siris syndrome,1.0
Multiple Epiphyseal Dysplasia,Spasm,5.0
Multiple Epiphyseal Dysplasia,Age related macular degeneration,1.0
Multiple Epiphyseal Dysplasia,MUNGAN SYNDROME,1.0
Multiple Epiphyseal Dysplasia,Sore skin,1.0
Multiple Epiphyseal Dysplasia,post viral fatigue,4.0
Multiple Epiphyseal Dysplasia,Simian Acquired Immunodeficiency Syndrome,1.0
Multiple Epiphyseal Dysplasia,Wiskott-Aldrich Syndrome,2.0
Multiple Epiphyseal Dysplasia,Dermatofibrosis lenticularis disseminata,1.0
Multiple Epiphyseal Dysplasia,Autoimmune disease (systemic) NOS,1.0
Multiple Epiphyseal Dysplasia,Depressive Symptoms,1.0
Multiple Epiphyseal Dysplasia,Preeclamptic toxemia,2.0
Multiple Epiphyseal Dysplasia,Herpes zoster disease,1.0
Multiple Epiphyseal Dysplasia,Pneumocystis jiroveci pneumonia,1.0
Multiple Epiphyseal Dysplasia,Painful Bladder Syndrome,1.0
Multiple Epiphyseal Dysplasia,Epilepsy,1.0
Multiple Epiphyseal Dysplasia,"Bronchitis, Chronic",4.0
Multiple Epiphyseal Dysplasia,Cardiomyopathies,1.0
Multiple Epiphyseal Dysplasia,Pertussis,1.0
Multiple Epiphyseal Dysplasia,Borderline Hypertension,1.0
Multiple Epiphyseal Dysplasia,Hereditary Coproporphyria,1.0
Multiple Epiphyseal Dysplasia,Polymyalgia Rheumatica,1.0
Multiple Epiphyseal Dysplasia,Neuroleptic Malignant Syndrome,1.0
Multiple Epiphyseal Dysplasia,"Malaria, Cerebral",1.0
Multiple Epiphyseal Dysplasia,Melnick-Needles Syndrome,1.0
Multiple Epiphyseal Dysplasia,LAURIN-SANDROW SYNDROME,1.0
Multiple Epiphyseal Dysplasia,Pain in buttock,1.0
Multiple Epiphyseal Dysplasia,Breath Holding,1.0
Multiple Epiphyseal Dysplasia,Sleep disturbances,1.0
Multiple Epiphyseal Dysplasia,Inclusion Body Myositis (disorder),1.0
Multiple Epiphyseal Dysplasia,Circadian Rhythm Disorders,1.0
Multiple Epiphyseal Dysplasia,Pentalogy of Cantrell,1.0
Multiple Epiphyseal Dysplasia,Hypersomnia,1.0
Multiple Epiphyseal Dysplasia,Zunich neuroectodermal syndrome,1.0
Multiple Epiphyseal Dysplasia,"Encephalomyelitis, Western Equine",1.0
Multiple Epiphyseal Dysplasia,Erythema Multiforme,1.0
Multiple Epiphyseal Dysplasia,Eosinophilia-Myalgia Syndrome,1.0
Multiple Epiphyseal Dysplasia,Paraneoplastic Opsoclonus Ataxia,1.0
Multiple Epiphyseal Dysplasia,Recurrent abdominal pain,1.0
Rosacea,Prieto X-linked mental retardation syndrome,1.0
Rosacea,Muscular stiffness,1.0
Rosacea,Sighing respiration,1.0
Prieto X-linked mental retardation syndrome,Muscular stiffness,1.0
Prieto X-linked mental retardation syndrome,Sighing respiration,1.0
Prieto X-linked mental retardation syndrome,Fish-Eye Disease,1.0
Prieto X-linked mental retardation syndrome,Reflex Sympathetic Dystrophy,1.0
Prieto X-linked mental retardation syndrome,Cerebrovascular accident,1.0
Prieto X-linked mental retardation syndrome,Hypersensitivity disease,1.0
Prieto X-linked mental retardation syndrome,Acquired Immunodeficiency Syndrome,1.0
Prieto X-linked mental retardation syndrome,"DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES",1.0
Muscular stiffness,Sighing respiration,1.0
Muscular stiffness,Mandibuloacral dysostosis,1.0
Muscular stiffness,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,2.0
Muscular stiffness,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",1.0
Muscular stiffness,Lung Problem,1.0
Muscular stiffness,Ache,1.0
Muscular stiffness,Chest tightness,1.0
Muscular stiffness,Myocardial Ischemia,2.0
